NoEntry0.bmp, 155.0000,  244.0000,  54.0000,  46.0000
NoEntry0.bmp, 598.0000,  245.0000,  57.0000,  46.0000
NoEntry1.bmp, 171.0000,  107.0000,  79.0000,  99.0000
NoEntry10.bmp, 231.0000,  131.0000,  80.0000,  85.0000 
NoEntry10.bmp, 504.0000,  143.0000,  90.0000,  104.0000 
NoEntry10.bmp, 574.0000,  164.0000,  57.0000,  75.0000
NoEntry11.bmp, 50.0000,  210.0000,  65.0000,  70.0000 
NoEntry11.bmp, 438.0000,  160.0000,  95.0000,  86.0000
NoEntry12.bmp, 94.0000,  240.0000,  91.0000,  85.0000 
NoEntry12.bmp, 235.0000,  183.0000,  61.0000,  56.0000 
NoEntry12.bmp, 292.0000,  116.0000,  39.0000,  49.0000 
NoEntry12.bmp, 435.0000,  82.0000,  27.0000,  35.0000
NoEntry12.bmp, 622.0000,  65.0000,  23.0000,  32.0000 
NoEntry12.bmp, 657.0000,  116.0000,  40.0000,  45.0000 
NoEntry12.bmp, 737.0000,  175.0000,  31.0000,  56.0000 
NoEntry12.bmp, 815.0000,  247.0000,  86.0000,  86.0000
NoEntry13.bmp, 378.0000,  571.0000,  64.0000,  63.0000
NoEntry14.bmp, 430.0000,  286.0000,  63.0000,  62.0000
NoEntry15.bmp, 327.0000,  123.0000,  55.0000,  54.0000 
NoEntry15.bmp, 385.0000,  122.0000,  60.0000,  57.0000
NoEntry2.bmp, 359.0000,  140.0000,  141.0000,  125.0000
NoEntry3.bmp, 18.0000,  2.0000,  90.0000,  85.0000 
NoEntry3.bmp, 411.0000,  4.0000,  177.0000,  187.0000
NoEntry4.bmp, 191.0000,  175.0000,  51.0000,  53.0000 
NoEntry4.bmp, 743.0000,  207.0000,  44.0000,  52.0000
NoEntry5.bmp, 127.0000,  309.0000,  38.0000,  47.0000 
NoEntry5.bmp, 306.0000,  330.0000,  31.0000,  38.0000 
NoEntry5.bmp, 430.0000,  340.0000,  25.0000,  37.0000 
NoEntry5.bmp, 525.0000,  351.0000,  20.0000,  32.0000 
NoEntry5.bmp, 595.0000,  360.0000,  18.0000,  27.0000 
NoEntry5.bmp, 650.0000,  368.0000,  17.0000,  22.0000 
NoEntry5.bmp, 697.0000,  372.0000,  14.0000,  23.0000 
NoEntry5.bmp, 732.0000,  378.0000,  16.0000,  19.0000 
NoEntry5.bmp, 842.0000,  381.0000,  16.0000,  19.0000 
NoEntry5.bmp, 865.0000,  381.0000,  14.0000,  18.0000
NoEntry6.bmp, 176.0000,  318.0000,  164.0000,  145.0000 
NoEntry6.bmp, 373.0000,  208.0000,  207.0000,  211.0000 
NoEntry6.bmp, 589.0000,  230.0000,  184.0000,  219.0000 
NoEntry6.bmp, 805.0000,  407.0000,  44.0000,  140.0000
NoEntry7.bmp, 554.0000,  178.0000,  33.0000,  29.0000
NoEntry8.bmp, 71.0000,  290.0000,  16.0000,  25.0000 
NoEntry8.bmp, 80.0000,  278.0000,  17.0000,  25.0000 
NoEntry8.bmp, 87.0000,  263.0000,  32.0000,  29.0000 
NoEntry8.bmp, 103.0000,  236.0000,  46.0000,  43.0000 
NoEntry8.bmp, 146.0000,  176.0000,  59.0000,  64.0000 
NoEntry8.bmp, 190.0000,  77.0000,  114.0000,  105.0000
NoEntry9.bmp, 469.0000,  575.0000,  54.0000,  53.0000
